id,tokencount,department,messagecount,method,created_on,updated_on
2095,442,RAW-GB4-6-Stab,1,Chat,2023-12-13 13:10:03.785736,2023-12-13 13:10:03.785742
2097,574,ITM-KM83,1,Chat,2023-12-13 13:10:35.913645,2023-12-13 13:10:35.913651
2098,666,ITM-KM82,1,Chat,2023-12-13 13:10:54.039660,2023-12-13 13:10:54.039667
2099,987,RAW-GB4-6-Stab,3,Chat,2023-12-13 13:11:15.696188,2023-12-13 13:11:15.696194
2100,378,ITM-KM82,1,Chat,2023-12-13 13:11:20.262451,2023-12-13 13:11:20.262457
2104,1296,ITM-KM82,3,Chat,2023-12-13 13:13:02.293909,2023-12-13 13:13:02.293915
2105,68,ITM-KM82,1,Chat,2023-12-13 13:33:06.725212,2023-12-13 13:33:06.725218
2108,2877,ITM-KM82,1,Sum,2023-12-13 13:34:13.266225,2023-12-13 13:34:13.266229
2116,516,ITM-KM83,2,Chat,2023-12-13 13:42:23.675320,2023-12-13 13:42:23.675325
2118,741,ITM-KM83,4,Chat,2023-12-13 13:43:40.233523,2023-12-13 13:43:40.233528
2120,106,ITM-KM83,1,Chat,2023-12-13 13:46:17.297336,2023-12-13 13:46:17.297342
2121,385,ITM-KM83,2,Chat,2023-12-13 13:46:33.730648,2023-12-13 13:46:33.730654
2122,704,ITM-KM83,3,Chat,2023-12-13 13:46:43.800510,2023-12-13 13:46:43.800515
2126,109,ITM-KM83,1,Chat,2023-12-13 13:47:39.559862,2023-12-13 13:47:39.559868
2128,603,ITM-KM83,3,Chat,2023-12-13 13:48:35.524413,2023-12-13 13:48:35.524420
2131,479,RBS-ZIM-SÜD-1,2,Chat,2023-12-13 13:49:43.780908,2023-12-13 13:49:43.780913
2139,728,S-I-WH6,1,Brainstorm,2023-12-13 14:08:05.207487,2023-12-13 14:08:05.207496
2140,887,ITM-KM8,1,Brainstorm,2023-12-13 14:08:24.275478,2023-12-13 14:08:24.275482
2141,1341,ITM-KM8,1,Brainstorm,2023-12-13 14:09:06.787627,2023-12-13 14:09:06.787632
2143,876,ITM-KM8,1,Brainstorm,2023-12-13 14:09:33.511393,2023-12-13 14:09:33.511397
2149,774,ITM-KM83,1,Brainstorm,2023-12-13 14:29:39.068315,2023-12-13 14:29:39.068322
2150,1059,RBS-1-1741,4,Chat,2023-12-13 14:31:23.898253,2023-12-13 14:31:23.898259
2153,1409,ITM-KM83,2,Chat,2023-12-13 14:32:57.019363,2023-12-13 14:32:57.019368
2159,4391,ITM-KM83,3,Chat,2023-12-13 14:39:36.755908,2023-12-13 14:39:36.755915
2162,244,ITM-KM83,1,Chat,2023-12-13 14:41:16.547482,2023-12-13 14:41:16.547488
2166,4442,ITM-KM83,6,Chat,2023-12-13 14:42:24.460114,2023-12-13 14:42:24.460121
2170,6912,ITM-KM83,2,Chat,2023-12-13 14:43:56.264126,2023-12-13 14:43:56.264131
2172,6937,ITM-KM83,4,Chat,2023-12-13 14:44:24.353767,2023-12-13 14:44:24.353772
2174,6967,ITM-KM83,6,Chat,2023-12-13 14:44:32.046077,2023-12-13 14:44:32.046083
2177,7007,ITM-KM83,9,Chat,2023-12-13 14:44:39.450601,2023-12-13 14:44:39.450606
2179,75,ITM-KM83,1,Chat,2023-12-13 14:44:58.293636,2023-12-13 14:44:58.293643
2180,142,ITM-KM83,2,Chat,2023-12-13 14:45:08.217563,2023-12-13 14:45:08.217569
2184,651,ITM-KM83,6,Chat,2023-12-13 14:46:46.960022,2023-12-13 14:46:46.960027
2185,871,ITM-KM83,7,Chat,2023-12-13 14:48:20.454147,2023-12-13 14:48:20.454152
2192,968,ITM-KM83,4,Chat,2023-12-13 15:02:22.006972,2023-12-13 15:02:22.006978
2193,1228,ITM-KM83,5,Chat,2023-12-13 15:02:34.556879,2023-12-13 15:02:34.556885
2197,2334,ITM-KM83,9,Chat,2023-12-13 15:03:29.211475,2023-12-13 15:03:29.211481
2198,2606,ITM-KM83,10,Chat,2023-12-13 15:03:34.106768,2023-12-13 15:03:34.106774
2199,2891,ITM-KM83,11,Chat,2023-12-13 15:03:41.936460,2023-12-13 15:03:41.936466
2208,762,ITM-KM83,3,Chat,2023-12-13 15:05:41.233745,2023-12-13 15:05:41.233750
2209,1032,ITM-KM83,4,Chat,2023-12-13 15:05:46.669105,2023-12-13 15:05:46.669112
2211,1597,ITM-KM83,6,Chat,2023-12-13 15:06:34.417481,2023-12-13 15:06:34.417487
2213,1019,ITM-KM83,1,Chat,2023-12-13 15:09:16.636483,2023-12-13 15:09:16.636490
2217,223,ITM-KM83,1,Chat,2023-12-13 15:10:10.813746,2023-12-13 15:10:10.813753
2222,248,RIT-I-A2,1,Chat,2023-12-13 15:27:12.013177,2023-12-13 15:27:12.013183
2229,2658,ITM-KM83,5,Chat,2023-12-13 15:40:18.167453,2023-12-13 15:40:18.167459
2230,3060,ITM-KM83,6,Chat,2023-12-13 15:41:17.060224,2023-12-13 15:41:17.060230
1135,637,MOR-GB2.45,3,Chat,2023-12-06 13:54:36.231630,2023-12-06 13:54:36.231637
1138,1598,MOR-GB2.45,5,Chat,2023-12-06 13:59:24.759476,2023-12-06 13:59:24.759482
1146,3430,KVR-I/2212,1,Sum,2023-12-06 14:17:57.015869,2023-12-06 14:17:57.015879
1147,1132,KVR-I/2212,1,Brainstorm,2023-12-06 14:19:09.574662,2023-12-06 14:19:09.574667
1150,3134,KVR-GL/31,1,Sum,2023-12-06 14:34:35.688782,2023-12-06 14:34:35.688787
1162,119,ITM-IBS342,1,Chat,2023-12-06 15:35:02.839564,2023-12-06 15:35:02.839571
1164,309,RKU-II-5,2,Chat,2023-12-06 15:38:12.476258,2023-12-06 15:38:12.476265
1167,724,RKU-II-5,4,Chat,2023-12-06 15:39:44.555265,2023-12-06 15:39:44.555271
1168,920,RKU-II-5,5,Chat,2023-12-06 15:40:41.488727,2023-12-06 15:40:41.488733
1181,1213,KVR-III/2322,4,Chat,2023-12-07 07:57:12.864735,2023-12-07 07:57:12.864751
1182,1401,KVR-III/2322,5,Chat,2023-12-07 07:57:36.876713,2023-12-07 07:57:36.876719
1183,77,KVR-I/2212,1,Chat,2023-12-07 07:59:55.326680,2023-12-07 07:59:55.326686
1184,369,ITM-KM82,1,Chat,2023-12-07 08:02:07.750669,2023-12-07 08:02:07.750676
1186,425,RKU-II-5,1,Chat,2023-12-07 08:09:27.216279,2023-12-07 08:09:27.216287
1189,627,ITM-KM82,2,Chat,2023-12-07 08:13:38.843547,2023-12-07 08:13:38.843553
1193,914,RKU-II-5,2,Chat,2023-12-07 08:16:50.211744,2023-12-07 08:16:50.211751
1194,282,RKU-II-1,1,Chat,2023-12-07 08:17:08.791640,2023-12-07 08:17:08.791647
1197,341,RKU-II-1,1,Chat,2023-12-07 08:18:13.203946,2023-12-07 08:18:13.203953
1200,1839,RKU-II-5,4,Chat,2023-12-07 08:28:51.402803,2023-12-07 08:28:51.402809
1201,1036,ITM-KM84,1,Brainstorm,2023-12-07 08:44:25.886773,2023-12-07 08:44:25.886778
1212,2269,MOR-GB2.35,1,Sum,2023-12-07 09:10:07.976191,2023-12-07 09:10:07.976196
2048,650,KULT-ABT 4,1,Chat,2023-12-13 12:20:15.777575,2023-12-13 12:20:15.777581
2050,3152,RBS-ZIM-SÜD-1,15,Chat,2023-12-13 12:27:34.157636,2023-12-13 12:27:34.157641
2051,669,ITM-KM83,6,Chat,2023-12-13 12:29:20.002211,2023-12-13 12:29:20.002217
2066,891,ITM-KM8,1,Brainstorm,2023-12-13 12:45:39.811524,2023-12-13 12:45:39.811528
2067,644,ITM-KM8,1,Brainstorm,2023-12-13 12:46:07.486992,2023-12-13 12:46:07.487012
2069,783,ITM-KM83,7,Chat,2023-12-13 12:48:09.584751,2023-12-13 12:48:09.584758
2072,1056,ITM-KM83,9,Chat,2023-12-13 12:48:53.881053,2023-12-13 12:48:53.881060
2075,1163,S-I-WH6,7,Chat,2023-12-13 12:51:52.182958,2023-12-13 12:51:52.182964
2076,3747,RBS-ZIM-SÜD-1,19,Chat,2023-12-13 12:52:49.164212,2023-12-13 12:52:49.164219
2077,3741,RBS-ZIM-SÜD-1,19,Chat,2023-12-13 12:53:03.773698,2023-12-13 12:53:03.773704
2087,1012,STR-SPD-Volt-Büro,4,Chat,2023-12-13 12:59:19.264315,2023-12-13 12:59:19.264321
2092,1093,ITM-KM82,1,Brainstorm,2023-12-13 13:09:21.797440,2023-12-13 13:09:21.797444
2096,739,RAW-GB4-6-Stab,2,Chat,2023-12-13 13:10:33.490826,2023-12-13 13:10:33.490833
2101,1321,RAW-GB4-6-Stab,4,Chat,2023-12-13 13:12:15.297187,2023-12-13 13:12:15.297195
2103,654,ITM-KM82,2,Chat,2023-12-13 13:12:39.141192,2023-12-13 13:12:39.141198
2110,49265,ITM-KM83,2,Chat,2023-12-13 13:36:28.479101,2023-12-13 13:36:28.479108
2111,49265,ITM-KM83,2,Chat,2023-12-13 13:36:35.669998,2023-12-13 13:36:35.670005
2112,49265,ITM-KM83,2,Chat,2023-12-13 13:36:36.519814,2023-12-13 13:36:36.519821
2113,219,ITM-KM83,1,Chat,2023-12-13 13:41:28.858755,2023-12-13 13:41:28.858760
2117,624,ITM-KM83,3,Chat,2023-12-13 13:43:30.254965,2023-12-13 13:43:30.254972
2124,247,ITM-KM83,2,Chat,2023-12-13 13:47:25.065963,2023-12-13 13:47:25.065970
2125,274,ITM-KM83,3,Chat,2023-12-13 13:47:31.133405,2023-12-13 13:47:31.133412
2132,697,ITM-KM83,1,Brainstorm,2023-12-13 13:49:51.420982,2023-12-13 13:49:51.420986
2133,516,RBS-ZIM-SÜD-1,3,Chat,2023-12-13 13:51:29.085378,2023-12-13 13:51:29.085402
2134,1339,ITM-KM8,1,Brainstorm,2023-12-13 14:05:06.685904,2023-12-13 14:05:06.685908
2136,276,S-I-WH6,1,Chat,2023-12-13 14:05:36.842711,2023-12-13 14:05:36.842717
2137,680,ITM-KM8,1,Brainstorm,2023-12-13 14:06:10.450244,2023-12-13 14:06:10.450248
2138,703,ITM-KM8,1,Brainstorm,2023-12-13 14:06:42.798488,2023-12-13 14:06:42.798492
2585,1245,ITM-KM-IL,4,Chat,2023-12-14 15:09:25.082516,2023-12-14 15:09:25.082521
2587,1992,ITM-KM81,5,Chat,2023-12-14 15:11:07.500592,2023-12-14 15:11:07.500598
2590,3033,ITM-IBS342,8,Chat,2023-12-14 15:12:35.167962,2023-12-14 15:12:35.167969
2591,3440,ITM-IBS342,9,Chat,2023-12-14 15:12:53.413939,2023-12-14 15:12:53.413944
2595,1171,ITM-KM83,5,Chat,2023-12-14 15:13:56.787718,2023-12-14 15:13:56.787724
2601,905,ITM-KM83,2,Chat,2023-12-14 15:15:37.583143,2023-12-14 15:15:37.583150
2602,2396,ITM-KM83,8,Chat,2023-12-14 15:15:58.486258,2023-12-14 15:15:58.486264
2604,3081,ITM-KM83,10,Chat,2023-12-14 15:16:22.663898,2023-12-14 15:16:22.663904
2609,3777,ITM-IBS342,2,Chat,2023-12-14 15:20:50.997702,2023-12-14 15:20:50.997708
2610,421,ITM-KM41,2,Chat,2023-12-14 15:35:57.543706,2023-12-14 15:35:57.543712
2617,1926,ITM-KM8,6,Chat,2023-12-14 15:53:18.824967,2023-12-14 15:53:18.824973
2620,2250,ITM-KM8,8,Chat,2023-12-14 15:54:36.653966,2023-12-14 15:54:36.653973
2623,3208,ITM-KM8,11,Chat,2023-12-14 15:57:57.811699,2023-12-14 15:57:57.811705
2624,3573,ITM-KM8,12,Chat,2023-12-14 15:59:02.527288,2023-12-14 15:59:02.527294
2626,1180,ITM-KM41,4,Chat,2023-12-14 15:59:46.906075,2023-12-14 15:59:46.906081
2632,1460,ITM-KM41,8,Chat,2023-12-14 16:46:36.936474,2023-12-14 16:46:36.936482
2638,5497,PLAN-HAI-22,3,Chat,2023-12-14 17:06:56.375611,2023-12-14 17:06:56.375618
2639,3621,ITM-KM41,13,Chat,2023-12-14 17:07:13.642711,2023-12-14 17:07:13.642717
2647,510,ITM-IBS51,2,Chat,2023-12-15 06:53:33.392181,2023-12-15 06:53:33.392191
2648,749,ITM-IBS51,3,Chat,2023-12-15 06:54:54.910242,2023-12-15 06:54:54.910249
2649,978,ITM-IBS51,4,Chat,2023-12-15 06:55:53.066244,2023-12-15 06:55:53.066250
2650,1267,ITM-IBS51,5,Chat,2023-12-15 06:57:06.003804,2023-12-15 06:57:06.003810
2652,1786,ITM-IBS51,7,Chat,2023-12-15 06:58:37.376528,2023-12-15 06:58:37.376533
2653,2044,ITM-IBS51,8,Chat,2023-12-15 06:59:53.588329,2023-12-15 06:59:53.588335
2654,396,KVR-I/2212,1,Chat,2023-12-15 07:29:32.824260,2023-12-15 07:29:32.824267
2659,248,RBS-ZIM-SÜD-1,2,Chat,2023-12-15 08:13:09.965527,2023-12-15 08:13:09.965533
2660,250,RBS-ZIM-SÜD-1,2,Chat,2023-12-15 08:13:21.614832,2023-12-15 08:13:21.614838
2667,403,ITM-KM41,1,Chat,2023-12-15 08:48:16.683330,2023-12-15 08:48:16.683336
2668,857,POR-2/13,1,Chat,2023-12-15 08:48:33.239269,2023-12-15 08:48:33.239275
2669,904,ITM-KM41,2,Chat,2023-12-15 08:49:02.755706,2023-12-15 08:49:02.755712
2671,66,ITM-KM82,1,Chat,2023-12-15 08:49:57.201379,2023-12-15 08:49:57.201384
2674,1243,POR-2/13,4,Chat,2023-12-15 08:51:42.455512,2023-12-15 08:51:42.455517
2675,1329,POR-2/13,5,Chat,2023-12-15 08:52:21.962260,2023-12-15 08:52:21.962268
2676,461,KVR-I/2212,2,Chat,2023-12-15 08:57:11.971916,2023-12-15 08:57:11.971922
2678,651,KVR-I/2212,4,Chat,2023-12-15 09:10:32.107159,2023-12-15 09:10:32.107166
2679,818,KVR-I/2212,5,Chat,2023-12-15 09:10:53.401623,2023-12-15 09:10:53.401629
2688,359,ITM-IBS131,2,Chat,2023-12-15 09:45:29.000167,2023-12-15 09:45:29.000172
2689,2965,KVR-GL/31,1,Sum,2023-12-15 09:46:43.723740,2023-12-15 09:46:43.723744
2692,249,ITM-IBS411,2,Chat,2023-12-15 09:58:40.701681,2023-12-15 09:58:40.701934
2695,110,RIT-I-A2,1,Chat,2023-12-15 10:14:42.991879,2023-12-15 10:14:42.991942
2697,437,KULT-ABT 4,2,Chat,2023-12-15 10:21:18.706634,2023-12-15 10:21:18.706640
2701,149,ITM-KM82,1,Chat,2023-12-15 10:34:15.425264,2023-12-15 10:34:15.425270
2704,3595,KVR-GL/31,1,Sum,2023-12-15 10:37:29.660841,2023-12-15 10:37:29.660845
2710,140,ITM-KM82,1,Chat,2023-12-15 10:52:19.937297,2023-12-15 10:52:19.937304
2712,41,ITM-KM-IL,1,Chat,2023-12-15 10:58:27.775252,2023-12-15 10:58:27.775257
2716,3753,KVR-GL/31,1,Sum,2023-12-15 11:03:14.772166,2023-12-15 11:03:14.772170
2717,4144,KVR-GL/31,1,Sum,2023-12-15 11:06:15.440767,2023-12-15 11:06:15.440787
2718,615,ITM-KM82,3,Chat,2023-12-15 11:25:06.358031,2023-12-15 11:25:06.358053
2719,460,ITM-KM41,1,Chat,2023-12-15 11:35:41.553260,2023-12-15 11:35:41.553267
2721,94,ITM-KM45,1,Chat,2023-12-15 11:50:51.490937,2023-12-15 11:50:51.490942
2722,202,ITM-KM45,2,Chat,2023-12-15 11:51:19.526000,2023-12-15 11:51:19.526007
2724,3169,KVR-GL/31,1,Sum,2023-12-15 11:56:10.405035,2023-12-15 11:56:10.405039
2725,4944,KVR-GL/31,1,Sum,2023-12-15 12:00:26.267308,2023-12-15 12:00:26.267313
2727,6701,KVR-GL/31,1,Sum,2023-12-15 12:04:15.225281,2023-12-15 12:04:15.225285
2728,2827,KVR-GL/31,1,Sum,2023-12-15 12:07:21.626635,2023-12-15 12:07:21.626639
2729,2874,KVR-GL/31,1,Sum,2023-12-15 12:07:49.304693,2023-12-15 12:07:49.304699
1136,728,KVR-GL/31,2,Chat,2023-12-06 13:55:13.357231,2023-12-06 13:55:13.357237
1139,1860,MOR-GB2.45,6,Chat,2023-12-06 14:00:27.470492,2023-12-06 14:00:27.470498
1140,96,PLAN-HAI-22,1,Chat,2023-12-06 14:01:57.098419,2023-12-06 14:01:57.098425
1143,205,KVR-I/2212,1,Chat,2023-12-06 14:16:44.229374,2023-12-06 14:16:44.229379
1144,395,KVR-I/2212,2,Chat,2023-12-06 14:16:57.584104,2023-12-06 14:16:57.584110
1145,481,KVR-I/2212,3,Chat,2023-12-06 14:17:11.237192,2023-12-06 14:17:11.237201
1148,2721,MOR-GB2.45,8,Chat,2023-12-06 14:22:28.458822,2023-12-06 14:22:28.458828
1153,2111,PLAN-HAI-22,3,Chat,2023-12-06 14:42:41.773580,2023-12-06 14:42:41.773587
1154,793,ITM-IBS342,1,Brainstorm,2023-12-06 14:47:12.894451,2023-12-06 14:47:12.894456
1157,1193,PLAN-WS,2,Chat,2023-12-06 14:59:45.191915,2023-12-06 14:59:45.191921
1158,20,PLAN-HAI-23,1,Chat,2023-12-06 15:11:29.963208,2023-12-06 15:11:29.963215
1159,459,PLAN-HAI-23,2,Chat,2023-12-06 15:11:37.241128,2023-12-06 15:11:37.241134
1166,702,RKU-II-5,4,Chat,2023-12-06 15:39:19.908349,2023-12-06 15:39:19.908356
1169,1139,RKU-II-5,6,Chat,2023-12-06 15:49:18.923358,2023-12-06 15:49:18.923364
1170,1363,RKU-II-5,7,Chat,2023-12-06 15:50:41.758415,2023-12-06 15:50:41.758422
1173,2987,KVR-GL/31,1,Sum,2023-12-07 06:49:30.383504,2023-12-07 06:49:30.384347
1175,1655,KVR-GL/31,1,Sum,2023-12-07 06:51:31.480672,2023-12-07 06:51:31.480676
1180,786,KVR-III/2322,3,Chat,2023-12-07 07:45:26.754311,2023-12-07 07:45:26.754318
1185,1023,ITM-KM82,2,Chat,2023-12-07 08:04:03.026431,2023-12-07 08:04:03.026438
1187,283,ITM-KM82,1,Chat,2023-12-07 08:12:54.443294,2023-12-07 08:12:54.443300
1192,1245,RKU-II-1,1,Brainstorm,2023-12-07 08:15:12.340650,2023-12-07 08:15:12.340655
1202,898,ITM-KM84,1,Brainstorm,2023-12-07 08:45:36.661244,2023-12-07 08:45:36.661249
1203,2334,KVR-GL/31,1,Sum,2023-12-07 08:53:26.451663,2023-12-07 08:53:26.451668
1206,205,MOR-GB2.35,1,Chat,2023-12-07 09:01:03.832934,2023-12-07 09:01:03.832941
1208,498,MOR-GB2.35,3,Chat,2023-12-07 09:01:33.664165,2023-12-07 09:01:33.664171
1211,1035,MOR-GB2.35,6,Chat,2023-12-07 09:02:33.525638,2023-12-07 09:02:33.525645
1213,2487,RKU-II-5,5,Chat,2023-12-07 09:16:29.899839,2023-12-07 09:16:29.899845
2060,3420,RBS-ZIM-SÜD-1,17,Chat,2023-12-13 12:39:11.697114,2023-12-13 12:39:11.697121
2062,3599,RBS-ZIM-SÜD-1,18,Chat,2023-12-13 12:40:50.856461,2023-12-13 12:40:50.856467
2064,508,S-I-WH6,3,Chat,2023-12-13 12:42:14.328790,2023-12-13 12:42:14.328796
2071,673,S-I-WH6,5,Chat,2023-12-13 12:48:43.447801,2023-12-13 12:48:43.447822
2073,914,S-I-WH6,6,Chat,2023-12-13 12:49:04.459625,2023-12-13 12:49:04.459631
2074,1622,ITM-KM83,10,Chat,2023-12-13 12:51:32.823571,2023-12-13 12:51:32.823578
2079,3906,RBS-ZIM-SÜD-1,20,Chat,2023-12-13 12:54:05.599526,2023-12-13 12:54:05.599533
2080,2153,ITM-KM83,12,Chat,2023-12-13 12:55:28.596382,2023-12-13 12:55:28.596387
2085,302,RBS-ZIM-SÜD-1,1,Chat,2023-12-13 12:57:13.485904,2023-12-13 12:57:13.485909
2090,1089,ITM-KM82,1,Brainstorm,2023-12-13 13:08:28.896916,2023-12-13 13:08:28.896921
2102,311,ITM-KM83,1,Chat,2023-12-13 13:12:21.390041,2023-12-13 13:12:21.390046
2106,850,ITM-KM82,2,Chat,2023-12-13 13:33:20.299113,2023-12-13 13:33:20.299120
2107,1651,ITM-KM82,3,Chat,2023-12-13 13:33:50.454581,2023-12-13 13:33:50.454587
2109,49247,ITM-KM83,1,Chat,2023-12-13 13:36:16.640559,2023-12-13 13:36:16.640567
2114,300,ITM-KM83,1,Chat,2023-12-13 13:41:42.499766,2023-12-13 13:41:42.499772
2115,266,ITM-KM83,1,Chat,2023-12-13 13:42:15.515809,2023-12-13 13:42:15.515816
2119,1139,ITM-KM83,5,Chat,2023-12-13 13:44:02.726125,2023-12-13 13:44:02.726132
2123,106,ITM-KM83,1,Chat,2023-12-13 13:46:57.981467,2023-12-13 13:46:57.981472
2127,267,ITM-KM83,2,Chat,2023-12-13 13:47:49.247248,2023-12-13 13:47:49.247255
2129,11,ITM-KM83,1,Chat,2023-12-13 13:49:24.626132,2023-12-13 13:49:24.626137
2130,10,ITM-KM83,1,Chat,2023-12-13 13:49:39.242660,2023-12-13 13:49:39.242664
2135,1487,S-I-WH6,1,Sum,2023-12-13 14:05:30.000476,2023-12-13 14:05:30.000480
2142,596,RBS-ZIM-SÜD-1,4,Chat,2023-12-13 14:09:23.443226,2023-12-13 14:09:23.443232
2686,910,KVR-I/2212,6,Chat,2023-12-15 09:44:01.260985,2023-12-15 09:44:01.260991
2690,40,ITM-IBS411,1,Chat,2023-12-15 09:57:25.927761,2023-12-15 09:57:25.927767
2691,51,ITM-KM83,1,Chat,2023-12-15 09:58:04.815049,2023-12-15 09:58:04.815054
2693,294,ITM-IBS411,3,Chat,2023-12-15 09:58:58.369653,2023-12-15 09:58:58.369659
2694,817,ITM-KM83,1,Chat,2023-12-15 10:14:29.636395,2023-12-15 10:14:29.636401
2696,85,KULT-ABT 4,1,Chat,2023-12-15 10:20:46.958019,2023-12-15 10:20:46.958025
2700,3705,KVR-GL/31,1,Sum,2023-12-15 10:30:15.688500,2023-12-15 10:30:15.688504
2702,4752,KVR-GL/31,1,Sum,2023-12-15 10:34:30.774412,2023-12-15 10:34:30.774416
2707,335,ITM-IBS61,1,Chat,2023-12-15 10:45:00.469183,2023-12-15 10:45:00.469189
2708,687,ITM-IBS61,2,Chat,2023-12-15 10:47:34.205503,2023-12-15 10:47:34.205510
2709,5300,KVR-GL/31,1,Sum,2023-12-15 10:51:23.282053,2023-12-15 10:51:23.282056
2714,241,ITM-KM-IL,3,Chat,2023-12-15 10:58:52.661055,2023-12-15 10:58:52.661061
2715,398,ITM-KM-IL,4,Chat,2023-12-15 11:02:05.056697,2023-12-15 11:02:05.056702
2726,479,KULT-ABT 4,3,Chat,2023-12-15 12:01:25.925829,2023-12-15 12:01:25.925851
2762,604,ITM-BdWL,1,Chat,2023-12-18 06:47:46.608895,2023-12-18 06:47:46.608904
2763,164,KVR-I/2212,1,Chat,2023-12-18 06:51:35.459756,2023-12-18 06:51:35.459762
2764,709,ITM-BdWL,2,Chat,2023-12-18 06:51:58.123890,2023-12-18 06:51:58.123899
2765,709,ITM-BdWL,2,Chat,2023-12-18 06:52:04.328104,2023-12-18 06:52:04.328109
2776,322,ITM-KM-IL,2,Chat,2023-12-18 08:17:59.650915,2023-12-18 08:17:59.650928
2779,1030,ITM-KM-IL,1,Brainstorm,2023-12-18 08:19:27.425866,2023-12-18 08:19:27.425871
2781,959,RIT-RL-BdR,2,Chat,2023-12-18 08:23:06.461493,2023-12-18 08:23:06.461499
2788,828,ITM-BdWL,2,Chat,2023-12-18 08:52:29.283971,2023-12-18 08:52:29.283977
2790,641,PLAN-WS,2,Chat,2023-12-18 08:59:47.630817,2023-12-18 08:59:47.630824
2793,3661,POR,2,Chat,2023-12-18 09:33:39.361523,2023-12-18 09:33:39.361529
2799,978,ITM-KM72,5,Chat,2023-12-18 09:49:38.500726,2023-12-18 09:49:38.500732
2804,508,KR-GSM-GEO-GG,2,Chat,2023-12-18 10:02:58.631034,2023-12-18 10:02:58.631040
2808,2409,KR-GSM-GEO-GG,5,Chat,2023-12-18 10:50:08.616157,2023-12-18 10:50:08.616163
2810,3168,KR-GSM-GEO-GG,7,Chat,2023-12-18 11:03:16.122205,2023-12-18 11:03:16.122211
2819,274,KVR-II/311 EDV,2,Chat,2023-12-18 12:49:46.341327,2023-12-18 12:49:46.341334
2821,1170,ITM-KM-IL,1,Brainstorm,2023-12-18 12:52:17.619971,2023-12-18 12:52:17.619976
2823,777,KVR-II/311 EDV,3,Chat,2023-12-18 12:52:25.447047,2023-12-18 12:52:25.447053
2824,988,ITM-KM-IL,1,Brainstorm,2023-12-18 12:52:39.953989,2023-12-18 12:52:39.953995
2831,3683,RKU-II-1,1,Sum,2023-12-18 12:56:44.403374,2023-12-18 12:56:44.403379
2832,183,PLAN-WS,2,Chat,2023-12-18 12:56:54.085384,2023-12-18 12:56:54.085391
2834,1754,ITM-IBS43,1,Brainstorm,2023-12-18 12:58:07.582916,2023-12-18 12:58:07.582920
2835,8862,PLAN-WS,4,Chat,2023-12-18 12:58:09.442768,2023-12-18 12:58:09.442774
2836,8862,PLAN-WS,4,Chat,2023-12-18 12:58:14.190658,2023-12-18 12:58:14.190664
2837,8879,PLAN-WS,5,Chat,2023-12-18 12:58:36.336499,2023-12-18 12:58:36.336505
2843,319,ITM-KM-IL,1,Chat,2023-12-18 13:23:50.655535,2023-12-18 13:23:50.655542
2854,388,KVR-I/2212,2,Chat,2023-12-18 14:26:59.919395,2023-12-18 14:26:59.919400
2857,491,KVR-II/L,1,Chat,2023-12-18 14:49:55.304067,2023-12-18 14:49:55.304074
2860,2225,ITM-KM72,8,Chat,2023-12-18 14:57:36.324085,2023-12-18 14:57:36.324091
2861,2093,PLAN-WS,4,Chat,2023-12-18 15:27:02.937658,2023-12-18 15:27:02.937665
2862,146,ITM-KM-IL,1,Chat,2023-12-19 06:28:07.615160,2023-12-19 06:28:07.615168
2865,387,ITM-KM-IL,1,Chat,2023-12-19 07:47:15.950092,2023-12-19 07:47:15.950100
2871,179,ITM-IBS411,1,Chat,2023-12-19 08:42:26.870300,2023-12-19 08:42:26.870308
2873,377,ITM-KM72,4,Chat,2023-12-19 08:48:44.370756,2023-12-19 08:48:44.370763
2875,354,ITM-IBS411,2,Chat,2023-12-19 09:01:47.441543,2023-12-19 09:01:47.441549
2876,583,ITM-IBS411,3,Chat,2023-12-19 09:02:07.446854,2023-12-19 09:02:07.446860
2883,1262,KR-MHM-GS,1,Brainstorm,2023-12-19 09:38:06.865986,2023-12-19 09:38:06.865992
2884,560,KR-MHM-GS,1,Chat,2023-12-19 09:40:27.564760,2023-12-19 09:40:27.564766
2885,603,ITM-KM84,1,Brainstorm,2023-12-19 09:45:13.757244,2023-12-19 09:45:13.757248
2889,445,RIT-I-A2,2,Chat,2023-12-19 09:58:53.884837,2023-12-19 09:58:53.884844
2891,1144,RIT-RL-BdR,1,Brainstorm,2023-12-19 09:59:28.368576,2023-12-19 09:59:28.368581
2898,951,RIT-RL-BdR,1,Brainstorm,2023-12-19 10:00:31.534499,2023-12-19 10:00:31.534504
2954,844,ITM-KM45,6,Chat,2023-12-19 16:50:36.138136,2023-12-19 16:50:36.138142
2959,210,ITM-KM82,1,Chat,2023-12-20 07:42:28.582681,2023-12-20 07:42:28.582971
2962,229,S-I-WH5,1,Chat,2023-12-20 08:04:08.995189,2023-12-20 08:04:08.995195
2965,729,S-I-WH5,3,Chat,2023-12-20 08:05:16.118234,2023-12-20 08:05:16.118241
2967,325,KVR-II/L,1,Chat,2023-12-20 08:17:30.653821,2023-12-20 08:17:30.653828
2968,698,KVR-II/L,2,Chat,2023-12-20 08:18:29.538343,2023-12-20 08:18:29.538350
2969,42,ITM-KM-IL,1,Chat,2023-12-20 08:19:49.903377,2023-12-20 08:19:49.903384
